Entry	Entry Name	Length	Cofactor	Catalytic activity	Binding site	Annotation	EC number	Protein existence	Gene Names (ordered locus)	Gene Names (primary)
P47114	KCH1_YEAST	497		CATALYTIC ACTIVITY: Reaction=K(+)(in) = K(+)(out); Xref=Rhea:RHEA:29463, ChEBI:CHEBI:29103; Evidence={ECO:0000269|PubMed:23204190}; PhysiologicalDirection=right-to-left; Xref=Rhea:RHEA:29465; Evidence={ECO:0000269|PubMed:23204190};		5.0		Evidence at protein level	YJR054W	KCH1
P47116	PTK2_YEAST	818		CATALYTIC ACTIVITY: Reaction=ATP + L-seryl-[protein] = ADP + H(+) + O-phospho-L-seryl-[protein]; Xref=Rhea:RHEA:17989, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:11604, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:30616, ChEBI:CHEBI:83421, ChEBI:CHEBI:456216; EC=2.7.11.1; CATALYTIC ACTIVITY: Reaction=ATP + L-threonyl-[protein] = ADP + H(+) + O-phospho-L-threonyl-[protein]; Xref=Rhea:RHEA:46608, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:11605, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:30616, ChEBI:CHEBI:61977, ChEBI:CHEBI:456216; EC=2.7.11.1;	BINDING 261..269; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"; BINDING 285; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00159"	5.0	2.7.11.1	Evidence at protein level	YJR059W	PTK2
P47119	ITPA_YEAST	197	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; Note=Binds 1 divalent metal cation per subunit; can use either Mg(2+) or Mn(2+). {ECO:0000255|HAMAP-Rule:MF_03148};	CATALYTIC ACTIVITY: Reaction=a ribonucleoside 5'-triphosphate + H2O = a ribonucleoside 5'-phosphate + diphosphate + H(+); Xref=Rhea:RHEA:23996, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:58043, ChEBI:CHEBI:61557; EC=3.6.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:23997; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; CATALYTIC ACTIVITY: Reaction=a 2'-deoxyribonucleoside 5'-triphosphate + H2O = a 2'-deoxyribonucleoside 5'-phosphate + diphosphate + H(+); Xref=Rhea:RHEA:44644, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:61560, ChEBI:CHEBI:65317; EC=3.6.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:17090528}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:44645; Evidence={ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000305|PubMed:17090528}; CATALYTIC ACTIVITY: Reaction=H2O + ITP = diphosphate + H(+) + IMP; Xref=Rhea:RHEA:29399, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:58053, ChEBI:CHEBI:61402; EC=3.6.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:29400; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; CATALYTIC ACTIVITY: Reaction=dITP + H2O = dIMP + diphosphate + H(+); Xref=Rhea:RHEA:28342, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:61194, ChEBI:CHEBI:61382; EC=3.6.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:17090528}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:28343; Evidence={ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000305|PubMed:17090528}; CATALYTIC ACTIVITY: Reaction=H2O + XTP = diphosphate + H(+) + XMP; Xref=Rhea:RHEA:28610, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:33019, ChEBI:CHEBI:57464, ChEBI:CHEBI:61314; EC=3.6.1.9; Evidence={ECO:0000255|HAMAP-Rule:MF_03148}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:28611; Evidence={ECO:0000255|HAMAP-Rule:MF_03148};	BINDING 10..15; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 45; /ligand="Mg(2+)"; /ligand_id="ChEBI:CHEBI:18420"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 58; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 76..77; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 93; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 151..154; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 175; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"; BINDING 180..181; /ligand="ITP"; /ligand_id="ChEBI:CHEBI:61402"; /evidence="ECO:0000255|HAMAP-Rule:MF_03148"	5.0	3.6.1.9	Evidence at protein level	YJR069C	HAM1
P47120	DOHH_YEAST	325	COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:19956996}; Note=Binds 2 Fe(2+) ions per subunit. {ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:19956996};	CATALYTIC ACTIVITY: Reaction=[eIF5A protein]-deoxyhypusine + AH2 + O2 = [eIF5A protein]-hypusine + A + H2O; Xref=Rhea:RHEA:14101, Rhea:RHEA-COMP:10144, Rhea:RHEA-COMP:12592, ChEBI:CHEBI:13193, ChEBI:CHEBI:15377, ChEBI:CHEBI:15379, ChEBI:CHEBI:17499, ChEBI:CHEBI:82657, ChEBI:CHEBI:91175; EC=1.14.99.29; Evidence={ECO:0000255|HAMAP-Rule:MF_03101, ECO:0000269|PubMed:16371467};	BINDING 79; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="1"; BINDING 80; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="1"; BINDING 112; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="1"; BINDING 113; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="1"; BINDING 237; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="2"; BINDING 238; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="2"; BINDING 270; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="2"; BINDING 271; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_label="2"	5.0	1.14.99.29	Evidence at protein level	YJR070C	LIA1
P47122	GPN1_YEAST	385			BINDING 13..18; /ligand="GTP"; /ligand_id="ChEBI:CHEBI:37565"; /evidence="ECO:0000250|UniProtKB:Q9UYR9"; BINDING 173..176; /ligand="GTP"; /ligand_id="ChEBI:CHEBI:37565"; /evidence="ECO:0000250|UniProtKB:Q9UYR9"	5.0	3.6.5.-	Evidence at protein level	YJR072C	NPA3
P47124	HOC1_YEAST	396				5.0	2.4.-.-	Evidence at protein level	YJR075W	HOC1
P47128	EAF6_YEAST	113				5.0		Evidence at protein level	YJR082C	EAF6
P47130	CSN12_YEAST	423				5.0		Evidence at protein level	YJR084W	CSN12
P47134	BIR1_YEAST	954			BINDING 208; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00029"; BINDING 211; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00029"; BINDING 228; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00029"; BINDING 237; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00029"	5.0		Evidence at protein level	YJR089W	BIR1
P47136	BUD4_YEAST	1447				5.0		Evidence at protein level	YJR092W	BUD4
P47142	VPS25_YEAST	202				5.0		Evidence at protein level	YJR102C	VPS25
P47143	ADK_YEAST	340	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	CATALYTIC ACTIVITY: Reaction=adenosine + ATP = ADP + AMP + H(+); Xref=Rhea:RHEA:20824, ChEBI:CHEBI:15378, ChEBI:CHEBI:16335, ChEBI:CHEBI:30616, ChEBI:CHEBI:456215, ChEBI:CHEBI:456216; EC=2.7.1.20;		5.0	2.7.1.20	Evidence at protein level	YJR105W	ADO1
P47154	STE24_YEAST	453	COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};	CATALYTIC ACTIVITY: Reaction=The peptide bond hydrolyzed can be designated -C-|-A-A-X in which C is an S-isoprenylated cysteine residue, A is usually aliphatic and X is the C-terminal residue of the substrate protein, and may be any of several amino acids.; EC=3.4.24.84;	BINDING 297; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU10095"; BINDING 301; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU10095"; BINDING 390; /ligand="Zn(2+)"; /ligand_id="ChEBI:CHEBI:29105"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU10095"	5.0	3.4.24.84	Evidence at protein level	YJR117W	STE24
P47156	JHD2_YEAST	728	COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000250}; Note=Binds 1 Fe(2+) ion per subunit. {ECO:0000250};	CATALYTIC ACTIVITY: Reaction=3 2-oxoglutarate + N(6),N(6),N(6)-trimethyl-L-lysyl(4)-[histone H3] + 3 O2 = 3 CO2 + 3 formaldehyde + L-lysyl(4)-[histone H3] + 3 succinate; Xref=Rhea:RHEA:60208, Rhea:RHEA-COMP:15537, Rhea:RHEA-COMP:15547, ChEBI:CHEBI:15379, ChEBI:CHEBI:16526, ChEBI:CHEBI:16810, ChEBI:CHEBI:16842, ChEBI:CHEBI:29969, ChEBI:CHEBI:30031, ChEBI:CHEBI:61961; EC=1.14.11.67; Evidence={ECO:0000269|PubMed:17310255};	BINDING 427; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_note="catalytic"; /evidence="ECO:0000305"; BINDING 430; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00538"; BINDING 517; /ligand="Fe cation"; /ligand_id="ChEBI:CHEBI:24875"; /ligand_note="catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00538"	5.0	1.14.11.67	Evidence at protein level	YJR119C	JHD2
P47158	CAF17_YEAST	497				5.0	2.1.-.-	Evidence at protein level	YJR122W	IBA57
P47160	ENT3_YEAST	408				5.0		Evidence at protein level	YJR125C	ENT3
P47164	MET7_YEAST	639	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250|UniProtKB:P32929};	CATALYTIC ACTIVITY: Reaction=L-cysteine + O-succinyl-L-homoserine = H(+) + L,L-cystathionine + succinate; Xref=Rhea:RHEA:20397, ChEBI:CHEBI:15378, ChEBI:CHEBI:30031, ChEBI:CHEBI:35235, ChEBI:CHEBI:57661, ChEBI:CHEBI:58161; EC=2.5.1.48; Evidence={ECO:0000305|PubMed:10821189};		5.0	2.5.1.48	Evidence at protein level	YJR130C	STR2
P47168	TTI2_YEAST	421				5.0		Evidence at protein level	YJR136C	TTI2
P47169	MET5_YEAST	1442	COFACTOR: Name=siroheme; Xref=ChEBI:CHEBI:60052; Evidence={ECO:0000250}; Note=Binds 1 siroheme per subunit. {ECO:0000250}; COFACTOR: Name=[4Fe-4S] cluster; Xref=ChEBI:CHEBI:49883; Evidence={ECO:0000250}; Note=Binds 1 [4Fe-4S] cluster per subunit. {ECO:0000250};	CATALYTIC ACTIVITY: Reaction=3 H2O + hydrogen sulfide + 3 NADP(+) = 4 H(+) + 3 NADPH + sulfite; Xref=Rhea:RHEA:13801, ChEBI:CHEBI:15377, ChEBI:CHEBI:15378, ChEBI:CHEBI:17359, ChEBI:CHEBI:29919, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.8.1.2;	BINDING 1300; /ligand="[4Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:49883"; /evidence="ECO:0000250"; BINDING 1306; /ligand="[4Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:49883"; /evidence="ECO:0000250"; BINDING 1345; /ligand="[4Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:49883"; /evidence="ECO:0000250"; BINDING 1349; /ligand="[4Fe-4S] cluster"; /ligand_id="ChEBI:CHEBI:49883"; /evidence="ECO:0000250"; BINDING 1349; /ligand="siroheme"; /ligand_id="ChEBI:CHEBI:60052"; /ligand_part="Fe"; /ligand_part_id="ChEBI:CHEBI:18248"; /note="axial binding residue"; /evidence="ECO:0000250"	5.0	1.8.1.2	Evidence at protein level	YJR137C	MET5
P47170	IML1_YEAST	1584				5.0		Evidence at protein level	YJR138W	IML1
P47171	HIR3_YEAST	1648				5.0		Evidence at protein level	YJR140C	HIR3
P47176	BCA2_YEAST	376	COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326;	CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-leucine = 4-methyl-2-oxopentanoate + L-glutamate; Xref=Rhea:RHEA:18321, ChEBI:CHEBI:16810, ChEBI:CHEBI:17865, ChEBI:CHEBI:29985, ChEBI:CHEBI:57427; EC=2.6.1.42; CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-isoleucine = (S)-3-methyl-2-oxopentanoate + L-glutamate; Xref=Rhea:RHEA:24801, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:35146, ChEBI:CHEBI:58045; EC=2.6.1.42; CATALYTIC ACTIVITY: Reaction=2-oxoglutarate + L-valine = 3-methyl-2-oxobutanoate + L-glutamate; Xref=Rhea:RHEA:24813, ChEBI:CHEBI:11851, ChEBI:CHEBI:16810, ChEBI:CHEBI:29985, ChEBI:CHEBI:57762; EC=2.6.1.42;		5.0	2.6.1.42	Evidence at protein level	YJR148W	BAT2
P47178	DAN1_YEAST	298				5.0		Evidence at protein level	YJR150C	DAN1
P47190	PMT3_YEAST	753		CATALYTIC ACTIVITY: Reaction=a dolichyl beta-D-mannosyl phosphate + L-seryl-[protein] = 3-O-(alpha-D-mannosyl)-L-seryl-[protein] + a dolichyl phosphate + H(+); Xref=Rhea:RHEA:17377, Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9527, Rhea:RHEA-COMP:9863, Rhea:RHEA-COMP:13546, ChEBI:CHEBI:15378, ChEBI:CHEBI:29999, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:137321; EC=2.4.1.109; Evidence={ECO:0000250|UniProtKB:P31382}; CATALYTIC ACTIVITY: Reaction=a dolichyl beta-D-mannosyl phosphate + L-threonyl-[protein] = 3-O-(alpha-D-mannosyl)-L-threonyl-[protein] + a dolichyl phosphate + H(+); Xref=Rhea:RHEA:53396, Rhea:RHEA-COMP:9517, Rhea:RHEA-COMP:9527, Rhea:RHEA-COMP:11060, Rhea:RHEA-COMP:13547, ChEBI:CHEBI:15378, ChEBI:CHEBI:30013, ChEBI:CHEBI:57683, ChEBI:CHEBI:58211, ChEBI:CHEBI:137323; EC=2.4.1.109; Evidence={ECO:0000250|UniProtKB:P31382};		5.0	2.4.1.109	Evidence at protein level	YOR321W	PMT3
P47818	CCC1_YEAST	322				5.0		Evidence at protein level	YLR220W	CCC1
P47821	SSN8_YEAST	323				5.0		Evidence at protein level	YNL025C	SSN8
P47822	MED21_YEAST	140				5.0		Evidence at protein level	YDR308C	SRB7
P47912	LCF4_YEAST	694	COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250};	CATALYTIC ACTIVITY: Reaction=a long-chain fatty acid + ATP + CoA = a long-chain fatty acyl-CoA + AMP + diphosphate; Xref=Rhea:RHEA:15421, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57287, ChEBI:CHEBI:57560, ChEBI:CHEBI:83139, ChEBI:CHEBI:456215; EC=6.2.1.3; Evidence={ECO:0000269|PubMed:11477098}; CATALYTIC ACTIVITY: Reaction=(9Z)-hexadecenoate + ATP + CoA = (9Z)-hexadecenoyl-CoA + AMP + diphosphate; Xref=Rhea:RHEA:33647, ChEBI:CHEBI:30616, ChEBI:CHEBI:32372, ChEBI:CHEBI:33019, ChEBI:CHEBI:57287, ChEBI:CHEBI:61540, ChEBI:CHEBI:456215; Evidence={ECO:0000269|PubMed:11477098}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33648; Evidence={ECO:0000305|PubMed:11477098}; CATALYTIC ACTIVITY: Reaction=(9Z)-octadecenoate + ATP + CoA = (9Z)-octadecenoyl-CoA + AMP + diphosphate; Xref=Rhea:RHEA:33607, ChEBI:CHEBI:30616, ChEBI:CHEBI:30823, ChEBI:CHEBI:33019, ChEBI:CHEBI:57287, ChEBI:CHEBI:57387, ChEBI:CHEBI:456215; Evidence={ECO:0000269|PubMed:11477098}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:33608; Evidence={ECO:0000305|PubMed:11477098}; CATALYTIC ACTIVITY: Reaction=ATP + CoA + hexadecanoate = AMP + diphosphate + hexadecanoyl-CoA; Xref=Rhea:RHEA:30751, ChEBI:CHEBI:7896, ChEBI:CHEBI:30616, ChEBI:CHEBI:33019, ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:456215; Evidence={ECO:0000269|PubMed:22633490, ECO:0000269|PubMed:24269233}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:30752; Evidence={ECO:0000305|PubMed:22633490, ECO:0000305|PubMed:24269233};	BINDING 269..280; /ligand="ATP"; /ligand_id="ChEBI:CHEBI:30616"; /evidence="ECO:0000250|UniProtKB:P69451"	5.0	6.2.1.3	Evidence at protein level	YMR246W	FAA4
P47977	CTH2_YEAST	285				5.0		Evidence at protein level	YLR136C	TIS11
P48016	ATH1_YEAST	1211		CATALYTIC ACTIVITY: Reaction=alpha,alpha-trehalose + H2O = alpha-D-glucose + beta-D-glucose; Xref=Rhea:RHEA:32675, ChEBI:CHEBI:15377, ChEBI:CHEBI:15903, ChEBI:CHEBI:16551, ChEBI:CHEBI:17925; EC=3.2.1.28; Evidence={ECO:0000269|PubMed:8764988, ECO:0000305|PubMed:19703229, ECO:0000305|PubMed:7502577};	BINDING 513..514; /ligand="substrate"; /evidence="ECO:0000250|UniProtKB:D6XZ22"; BINDING 711..712; /ligand="substrate"; /evidence="ECO:0000250|UniProtKB:D6XZ22"	5.0	3.2.1.28	Evidence at protein level	YPR026W	ATH1
P48164	RS7B_YEAST	190				5.0		Evidence at protein level	YNL096C	RPS7B
P48231	TCB2_YEAST	1178				5.0		Evidence at protein level	YNL087W	TCB2
P48236	GPC1_YEAST	432		CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sn-glycerol 3-phosphocholine = a 1-acyl-sn-glycero-3-phosphocholine + CoA; Xref=Rhea:RHEA:58476, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:58168, ChEBI:CHEBI:58342; Evidence={ECO:0000269|PubMed:18430972, ECO:0000269|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=an acyl-CoA + sn-glycero-3-phosphoethanolamine = a monoacyl-sn-glycero-3-phosphoethanolamine + CoA; Xref=Rhea:RHEA:62108, ChEBI:CHEBI:57287, ChEBI:CHEBI:58342, ChEBI:CHEBI:67274, ChEBI:CHEBI:143890; Evidence={ECO:0000269|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=(9Z)-octadecenoyl-CoA + sn-glycero-3-phosphoethanolamine = (9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + CoA; Xref=Rhea:RHEA:62104, ChEBI:CHEBI:57287, ChEBI:CHEBI:57387, ChEBI:CHEBI:143890, ChEBI:CHEBI:145434; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:62105; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=hexadecanoyl-CoA + sn-glycerol 3-phosphocholine = CoA + hexadecanoyl-sn-glycero-3-phosphocholine; Xref=Rhea:RHEA:56148, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:57379, ChEBI:CHEBI:64563; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56149; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=(9Z,12Z)-octadecadienoyl-CoA + sn-glycerol 3-phosphocholine = (9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + CoA; Xref=Rhea:RHEA:56152, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:57383, ChEBI:CHEBI:140444; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56153; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=(12R)-hydroxy-(9Z)-octadecenoyl-CoA + sn-glycerol 3-phosphocholine = (12R-hydroxy-9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA; Xref=Rhea:RHEA:56156, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:139559, ChEBI:CHEBI:140446; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56157; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=(9Z,12Z,15Z)-octadecatrienoyl-CoA + sn-glycerol 3-phosphocholine = (9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine + CoA; Xref=Rhea:RHEA:56164, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:74034, ChEBI:CHEBI:140445; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56165; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=(9Z)-octadecenoyl-CoA + sn-glycerol 3-phosphocholine = (9Z-octadecenoyl)-sn-glycero-3-phosphocholine + CoA; Xref=Rhea:RHEA:56168, ChEBI:CHEBI:16870, ChEBI:CHEBI:57287, ChEBI:CHEBI:57387, ChEBI:CHEBI:76083; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56169; Evidence={ECO:0000305|PubMed:27758859}; CATALYTIC ACTIVITY: Reaction=1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + sn-glycerol 3-phosphocholine = (9Z-octadecenoyl)-sn-glycero-3-phosphocholine + sn-glycero-3-phosphoethanolamine; Xref=Rhea:RHEA:56236, ChEBI:CHEBI:16870, ChEBI:CHEBI:74971, ChEBI:CHEBI:76083, ChEBI:CHEBI:143890; Evidence={ECO:0000269|PubMed:27758859}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56237; Evidence={ECO:0000305|PubMed:27758859};		5.0	2.3.1.-	Evidence at protein level	YGR149W	GPC1
P48237	CCM1_YEAST	864				5.0		Evidence at protein level	YGR150C	CCM1
P48240	MTR3_YEAST	250				5.0		Evidence at protein level	YGR158C	MTR3
P48360	ADRO_YEAST	493	COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P08165};	CATALYTIC ACTIVITY: Reaction=H(+) + NADP(+) + 2 reduced [adrenodoxin] = NADPH + 2 oxidized [adrenodoxin]; Xref=Rhea:RHEA:42312, Rhea:RHEA-COMP:9998, Rhea:RHEA-COMP:9999, ChEBI:CHEBI:15378, ChEBI:CHEBI:33737, ChEBI:CHEBI:33738, ChEBI:CHEBI:57783, ChEBI:CHEBI:58349; EC=1.18.1.6; Evidence={ECO:0000269|PubMed:9727014};	BINDING 26; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 48; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 56; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 100; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 177..180; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 223..224; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 235; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 407; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 414..416; /ligand="FAD"; /ligand_id="ChEBI:CHEBI:57692"; /evidence="ECO:0000250|UniProtKB:P08165"; BINDING 414; /ligand="NADP(+)"; /ligand_id="ChEBI:CHEBI:58349"; /evidence="ECO:0000250|UniProtKB:P08165"	5.0	1.18.1.6	Evidence at protein level	YDR376W	ARH1
P48363	PFD3_YEAST	199				5.0		Evidence at protein level	YGR078C	PAC10
P48412	UPF3_YEAST	387				5.0		Evidence at protein level	YGR072W	UPF3
P48415	SEC16_YEAST	2195				5.0		Evidence at protein level	YPL085W	SEC16
P48439	OST3_YEAST	350				5.0		Evidence at protein level	YOR085W	OST3
